district,date_start,date_end,dengue_A,dengue_B,dysentery_A,dysentery_B,encephalitis_A,encephalitis_B,enteric_fever_A,enteric_fever_B,food_poisoning_A,food_poisoning_B,leptospirosis_A,leptospirosis_B,typhus_f_A,typhus_f_B,viral_hep_A,viral_hep_B,rabies_A,rabies_B,chickenpox_A,chickenpox_B,meningitis_A,meningitis_B,leishmania_A,leishmania_B,tuberculosis_A,tuberculosis_B,wrcd_A,wrcd_B,lepto,dengue
Matale,2016-01-23,2016-01-29,13,33,1,3,1,1,1,2,0,0,3,17,1,3,0,0,0,0,1,3,2,11,2,6,69,100,0,0,3,13
Nuwara-Eliya,2016-01-23,2016-01-29,8,36,0,3,0,0,1,5,0,0,2,9,0,3,1,1,0,0,2,6,0,1,0,0,85,100,0,0,2,8
Galle,2016-01-23,2016-01-29,43,197,0,6,0,1,1,1,0,2,2,38,2,15,1,3,0,0,3,19,2,13,0,0,75,100,0,0,2,43
Hambantota,2016-01-23,2016-01-29,25,72,1,8,0,0,0,0,0,0,3,19,3,14,1,5,0,0,2,21,0,1,14,30,83,100,0,0,3,25
Jaffna,2016-01-23,2016-01-29,137,585,8,34,0,1,5,11,1,6,3,6,73,254,0,0,0,0,6,12,1,3,0,0,100,100,0,0,3,137
Kilinochchi,2016-01-23,2016-01-29,3,11,0,5,0,0,1,3,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,50,100,0,0,0,3
Mannar,2016-01-23,2016-01-29,8,31,1,2,0,3,2,3,0,0,0,5,1,12,0,0,0,0,1,1,0,0,0,0,80,100,0,0,0,8
Vavuniya,2016-01-23,2016-01-29,15,61,0,2,0,0,1,3,2,4,0,6,1,3,0,0,0,0,0,2,0,0,0,1,100,100,0,0,0,15
Mullaitivu,2016-01-23,2016-01-29,12,24,0,2,0,0,0,1,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,1,60,100,0,0,3,12
Batticaloa,2016-01-23,2016-01-29,32,109,7,32,0,0,0,2,1,1,0,4,0,0,0,1,0,0,1,4,0,1,0,0,86,100,0,0,0,32
Ampara,2016-01-23,2016-01-29,5,94,2,10,0,0,0,2,1,1,0,4,0,0,1,2,0,0,0,6,0,2,0,0,76,186,0,0,0,5
Trincomalee,2016-01-23,2016-01-29,20,76,1,7,0,0,0,1,0,0,1,1,1,2,6,16,0,0,4,14,0,1,0,0,83,92,0,0,1,20
Kurunegala,2016-01-23,2016-01-29,60,175,5,19,0,2,0,0,0,5,4,21,0,3,0,1,0,0,5,22,0,4,0,8,67,100,0,0,4,60
Puttalam,2016-01-23,2016-01-29,16,150,0,3,0,0,0,1,0,0,1,8,0,22,0,0,0,0,0,9,1,5,0,0,31,85,0,0,1,16
Anuradhapura,2016-01-23,2016-01-29,21,76,0,10,0,1,0,0,0,2,5,70,0,3,0,1,0,0,2,9,2,3,2,15,58,100,0,0,5,21
Polonnaruwa,2016-01-23,2016-01-29,4,37,0,6,0,0,3,5,0,0,6,33,0,0,0,0,0,0,0,9,1,1,3,19,57,100,0,0,6,4
Badulla,2016-01-23,2016-01-29,14,73,2,10,0,0,0,1,0,0,3,15,0,10,2,6,0,0,1,10,3,17,0,0,71,94,0,0,3,14
Monaragala,2016-01-23,2016-01-29,5,45,1,4,0,1,0,1,0,0,10,52,2,8,5,13,0,0,2,7,0,5,1,3,100,100,0,0,10,5
Ratnapura,2016-01-23,2016-01-29,13,124,4,14,0,4,0,5,0,0,6,27,0,5,1,15,0,0,3,11,1,8,0,0,56,100,0,0,6,13
Kegalle,2016-01-23,2016-01-29,33,153,0,2,0,3,0,10,0,3,9,39,1,3,3,4,0,0,5,33,1,2,0,0,82,100,0,0,9,33
Colombo,2016-01-16,2016-01-22,328,1014,5,12,0,0,1,6,0,0,1,4,0,0,1,1,0,0,5,17,0,0,0,0,81,94,0,0,1,328
Gampaha,2016-01-16,2016-01-22,61,230,0,1,0,3,0,1,0,0,0,2,0,1,1,3,0,0,4,20,0,1,0,0,47,100,0,0,0,61
Kalutara,2016-01-16,2016-01-22,55,137,2,6,0,0,0,1,0,0,7,31,0,3,0,0,0,0,4,10,2,2,0,0,71,100,0,0,7,55
Kandy,2016-01-16,2016-01-22,50,161,5,9,0,2,3,3,0,3,10,28,2,6,1,8,0,0,2,6,1,3,0,2,96,100,0,0,10,50
Matale,2016-01-16,2016-01-22,8,20,1,2,0,0,0,1,0,0,4,14,0,2,0,0,0,0,0,2,2,9,2,4,69,100,0,0,4,8
Nuwara-Eliya,2016-01-16,2016-01-22,18,28,2,3,0,0,3,4,0,0,1,7,0,3,0,0,0,0,1,4,0,1,0,0,100,100,0,0,1,18
Galle,2016-01-16,2016-01-22,17,130,1,6,0,1,0,0,0,2,10,33,3,13,0,2,0,0,2,16,0,10,0,0,80,100,0,0,10,17
Hambantota,2016-01-16,2016-01-22,15,42,1,7,0,0,0,0,0,0,2,15,5,11,1,3,0,0,4,17,1,1,9,16,83,100,0,0,2,15
Jaffna,2016-01-16,2016-01-22,135,447,7,26,1,1,1,6,1,5,1,3,45,180,0,0,0,0,1,6,0,2,0,0,92,100,0,0,1,135
Kilinochchi,2016-01-16,2016-01-22,0,6,0,5,0,0,1,2,0,0,0,3,1,6,0,0,0,0,0,0,0,3,0,0,50,100,0,0,0,0
Mannar,2016-01-16,2016-01-22,6,23,1,1,0,3,0,1,0,0,2,5,1,11,0,0,0,0,0,0,0,0,0,0,80,100,0,0,2,6
Vavuniya,2016-01-16,2016-01-22,2,36,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,2,0,0,0,1,25,100,0,0,0,2
Mullaitivu,2016-01-16,2016-01-22,2,12,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,40,100,0,0,0,2
Batticaloa,2016-01-16,2016-01-22,20,68,9,23,0,0,1,2,0,0,0,3,0,0,0,1,0,0,1,2,0,1,0,0,64,100,0,0,0,20
Ampara,2016-01-16,2016-01-22,14,68,0,7,0,0,0,2,0,0,0,4,0,0,1,1,0,0,1,4,0,2,0,0,103,186,0,0,0,14
Trincomalee,2016-01-16,2016-01-22,19,56,3,6,0,0,1,1,0,0,0,0,0,1,1,10,0,0,4,10,1,1,0,0,83,92,0,0,0,19
Kurunegala,2016-01-16,2016-01-22,36,106,4,13,0,1,0,0,0,5,1,15,2,3,1,1,0,0,4,16,1,4,5,8,85,100,0,0,1,36
Puttalam,2016-01-16,2016-01-22,21,71,0,3,0,0,0,0,0,0,0,7,2,15,0,0,0,0,3,7,1,4,0,0,62,85,0,0,0,21
Anuradhapura,2016-01-16,2016-01-22,8,43,4,9,0,0,0,0,1,2,12,55,0,3,0,1,0,0,4,7,0,1,2,10,53,100,0,0,12,8
Polonnaruwa,2016-01-16,2016-01-22,13,31,3,5,0,0,0,0,0,0,11,25,0,0,0,0,0,0,2,6,0,0,5,10,71,100,0,0,11,13
Badulla,2016-01-16,2016-01-22,18,59,2,8,0,0,0,1,0,0,3,10,3,10,3,4,0,0,5,8,4,13,0,0,76,94,0,0,3,18
Monaragala,2016-01-16,2016-01-22,11,40,0,3,0,1,0,1,0,0,12,42,2,6,1,8,0,0,0,5,2,5,0,2,100,100,0,0,12,11
Ratnapura,2016-01-16,2016-01-22,26,95,4,8,2,3,0,4,0,0,3,19,0,1,3,13,0,0,1,6,3,7,0,0,61,100,0,0,3,26
Kegalle,2016-01-16,2016-01-22,27,119,0,2,1,3,0,10,0,3,4,30,0,2,1,1,0,0,4,28,0,1,0,0,55,100,0,0,4,27
Colombo,2016-01-09,2016-01-15,279,279,2,7,0,0,2,5,0,0,2,3,0,0,0,0,0,0,4,12,0,0,0,0,75,94,0,0,2,279
Gampaha,2016-01-09,2016-01-15,40,133,0,1,0,2,1,1,0,0,0,2,0,0,1,2,0,0,1,11,1,1,0,0,27,100,0,0,0,40
Kalutara,2016-01-09,2016-01-15,26,69,1,4,0,0,0,1,0,0,3,18,0,2,0,0,0,0,2,5,0,0,0,0,64,100,0,0,3,26
Kandy,2016-01-09,2016-01-15,35,109,2,4,0,2,0,0,2,3,4,17,2,4,1,6,0,0,4,4,0,1,2,2,83,100,0,0,4,35
Matale,2016-01-09,2016-01-15,7,11,1,1,0,0,0,0,0,0,9,10,1,2,0,0,0,0,1,2,3,6,1,2,62,100,0,0,9,7
Nuwara-Eliya,2016-01-09,2016-01-15,5,9,0,0,0,0,1,1,0,0,0,6,1,2,0,0,0,0,0,2,0,1,0,0,69,100,0,0,0,5
Galle,2016-01-09,2016-01-15,29,93,2,4,0,1,0,0,1,2,5,21,6,8,0,0,0,0,2,11,3,10,0,0,60,100,0,0,5,29
Hambantota,2016-01-09,2016-01-15,16,26,3,6,0,0,0,0,0,0,7,13,5,6,1,2,0,0,2,12,0,0,3,7,83,100,0,0,7,16
Jaffna,2016-01-09,2016-01-15,129,263,7,19,0,0,2,5,3,4,0,2,60,118,0,0,0,0,4,5,1,2,0,0,92,100,0,0,0,129
Kilinochchi,2016-01-09,2016-01-15,2,6,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,2
Mannar,2016-01-09,2016-01-15,0,5,0,0,2,3,1,1,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,60,100,0,0,0,0
Vavuniya,2016-01-09,2016-01-15,15,33,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,50,100,0,0,1,15
Mullaitivu,2016-01-09,2016-01-15,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,100,0,0,0,2
Batticaloa,2016-01-09,2016-01-15,14,34,3,14,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,1,0,1,0,0,50,100,0,0,1,14
Ampara,2016-01-09,2016-01-15,19,45,0,5,0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,2,0,1,0,0,52,186,0,0,1,19
Trincomalee,2016-01-09,2016-01-15,23,35,0,3,0,0,0,0,0,0,0,0,1,1,4,9,0,0,1,4,0,0,0,0,83,92,0,0,0,23
Kurunegala,2016-01-09,2016-01-15,32,63,1,8,0,1,0,0,0,5,7,13,0,0,0,0,0,0,8,11,2,2,1,2,67,100,0,0,7,32
Puttalam,2016-01-09,2016-01-15,19,32,0,3,0,0,0,0,0,0,3,7,0,4,0,0,0,0,3,4,1,3,0,0,69,85,0,0,3,19
Anuradhapura,2016-01-09,2016-01-15,11,32,1,4,0,0,0,0,0,1,10,38,0,3,0,1,0,0,1,3,1,1,1,6,53,100,0,0,10,11
Polonnaruwa,2016-01-09,2016-01-15,2,14,0,2,0,0,0,0,0,0,3,14,0,0,0,0,0,0,1,3,0,0,1,3,57,100,0,0,3,2
Badulla,2016-01-09,2016-01-15,17,41,3,5,0,0,1,1,0,0,1,5,3,7,0,1,0,0,2,3,4,8,0,0,76,94,0,0,1,17
Monaragala,2016-01-09,2016-01-15,14,28,2,3,1,1,1,1,0,0,12,30,2,4,2,6,0,0,3,5,2,3,1,2,91,100,0,0,12,14
Ratnapura,2016-01-09,2016-01-15,23,65,3,4,0,1,1,3,0,0,2,14,0,1,2,10,0,0,3,4,2,3,0,0,72,100,0,0,2,23
Kegalle,2016-01-09,2016-01-15,28,75,1,2,1,2,4,10,2,2,9,23,1,2,0,0,0,0,10,17,1,1,0,0,64,100,0,0,9,28
Colombo,2016-01-02,2016-01-08,301,301,4,4,0,0,2,2,0,0,1,1,0,0,0,0,0,0,7,7,0,0,0,0,81,94,0,0,1,301
Gampaha,2016-01-02,2016-01-08,31,31,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,8,8,0,0,0,0,33,100,0,0,2,31
Kalutara,2016-01-02,2016-01-08,37,37,2,2,0,0,1,1,0,0,11,11,2,2,0,0,0,0,3,3,0,0,0,0,71,100,0,0,11,37
Kandy,2016-01-02,2016-01-08,71,71,2,2,2,2,0,0,1,1,11,11,2,2,3,3,0,0,0,0,1,1,0,0,91,100,0,0,11,71
Matale,2016-01-02,2016-01-08,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,62,100,0,0,1,2
Nuwara-Eliya,2016-01-02,2016-01-08,4,4,0,0,0,0,0,0,0,0,6,6,1,1,0,0,0,0,2,2,1,1,0,0,92,100,0,0,6,4
Galle,2016-01-02,2016-01-08,27,27,2,2,1,1,0,0,1,1,11,11,1,1,0,0,0,0,6,6,7,7,0,0,80,100,0,0,11,27
Hambantota,2016-01-02,2016-01-08,10,10,3,3,0,0,0,0,0,0,6,6,1,1,1,1,0,0,10,10,0,0,4,4,92,100,0,0,6,10
Matara,2016-01-02,2016-01-08,24,24,2,2,0,0,0,0,0,0,5,5,3,3,1,1,0,0,4,4,0,0,6,6,100,100,0,0,5,24
Jaffna,2016-01-02,2016-01-08,84,84,10,10,0,0,3,3,0,0,1,1,48,48,0,0,0,0,1,1,1,1,0,0,83,100,0,0,1,84
Kilinochchi,2016-01-02,2016-01-08,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,3
Mannar,2016-01-02,2016-01-08,3,3,0,0,1,1,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,40,100,0,0,1,3
Vavuniya,2016-01-02,2016-01-08,18,18,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,0,0,1,18
Mullaitivu,2016-01-02,2016-01-08,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,60,100,0,0,1,6
Batticaloa,2016-01-02,2016-01-08,18,18,10,10,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,86,100,0,0,1,18
Ampara,2016-01-02,2016-01-08,22,22,2,2,0,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,119,186,0,0,3,22
Trincomalee,2016-01-02,2016-01-08,9,9,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,75,92,0,0,0,9
Kurunegala,2016-01-02,2016-01-08,27,27,7,7,1,1,0,0,5,5,4,4,0,0,0,0,0,0,2,2,0,0,1,1,85,100,0,0,4,27
Puttalam,2016-01-02,2016-01-08,13,13,2,2,0,0,0,0,0,0,4,4,4,4,0,0,0,0,1,1,1,1,0,0,54,85,0,0,4,13
Anuradhapura,2016-01-02,2016-01-08,16,16,2,2,0,0,0,0,1,1,25,25,3,3,0,0,0,0,1,1,0,0,5,5,68,100,0,0,25,16
Polonnaruwa,2016-01-02,2016-01-08,11,11,2,2,0,0,0,0,0,0,11,11,0,0,0,0,0,0,2,2,0,0,1,1,71,100,0,0,11,11
Badulla,2016-01-02,2016-01-08,12,12,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,2,0,0,76,94,0,0,2,12
Monaragala,2016-01-02,2016-01-08,14,14,1,1,0,0,0,0,0,0,18,18,2,2,4,4,0,0,2,2,1,1,1,1,100,100,0,0,18,14
Ratnapura,2016-01-02,2016-01-08,27,27,1,1,1,1,1,1,0,0,11,11,0,0,6,6,0,0,1,1,1,1,0,0,61,100,0,0,11,27
Kegalle,2016-01-02,2016-01-08,47,47,1,1,1,1,6,6,0,0,14,14,1,1,0,0,0,0,7,7,0,0,0,0,82,100,0,0,14,47
Colombo,2015-12-26,2016-01-01,142,9746,1,183,1,18,1,101,0,124,0,315,1,12,1,51,0,4,1,487,0,46,0,1,44,56,0,0,0,142
Gampaha,2015-12-26,2016-01-01,8,3967,0,90,0,15,0,37,0,33,0,434,0,11,0,137,0,0,0,309,0,39,0,3,13,87,0,0,0,8
Kalutara,2015-12-26,2016-01-01,20,1529,1,120,0,8,0,58,0,154,1,430,0,7,0,36,0,3,1,295,1,63,0,0,36,64,0,0,1,20
Kandy,2015-12-26,2016-01-01,32,1316,5,179,0,7,0,32,0,72,4,133,1,76,0,153,0,0,3,240,1,33,0,17,83,17,0,0,4,32
Matale,2015-12-26,2016-01-01,1,401,2,48,0,2,0,10,0,13,0,65,0,9,1,36,0,0,1,35,1,45,2,36,69,31,0,0,0,1
Nuwara-Eliya,2015-12-26,2016-01-01,8,178,0,324,0,5,2,41,0,10,0,53,0,76,1,66,0,0,0,143,0,55,0,2,62,38,0,0,0,8
Galle,2015-12-26,2016-01-01,16,1017,0,95,0,3,0,10,0,26,3,289,1,111,0,13,0,0,1,283,1,62,0,3,55,45,0,0,3,16
Hambantota,2015-12-26,2016-01-01,6,397,0,52,0,5,0,9,0,31,4,172,0,63,1,49,0,0,7,147,0,13,12,322,83,17,0,0,4,6
Matara,2015-12-26,2016-01-01,6,458,0,74,0,12,0,5,0,47,2,269,0,53,0,52,0,1,4,247,0,20,6,161,82,18,0,0,2,6
Jaffna,2015-12-26,2016-01-01,109,2016,14,1087,0,11,4,186,0,89,0,21,28,767,0,14,0,2,3,213,0,21,0,0,100,0,0,0,0,109
Kilinochchi,2015-12-26,2016-01-01,0,91,2,117,0,1,1,21,0,31,0,2,0,27,0,0,0,1,0,20,0,2,0,0,50,50,0,0,0,0
Mannar,2015-12-26,2016-01-01,3,104,0,23,0,3,0,6,0,6,1,9,0,24,0,0,0,0,0,7,0,1,0,1,40,60,0,0,1,3
Vavuniya,2015-12-26,2016-01-01,13,191,2,34,1,9,0,80,1,33,0,20,0,15,0,2,0,2,0,40,0,21,0,8,50,50,0,0,0,13
Mullaitivu,2015-12-26,2016-01-01,5,140,0,47,0,2,0,18,0,16,1,13,0,9,1,7,0,1,0,5,0,6,0,9,40,60,0,0,1,5
Batticaloa,2015-12-26,2016-01-01,22,1472,3,352,0,8,0,30,0,182,0,34,0,4,1,14,0,1,0,62,0,18,0,0,86,14,0,0,0,22
Ampara,2015-12-26,2016-01-01,11,595,0,180,0,4,0,5,0,86,0,36,0,2,0,21,0,1,0,311,0,20,0,3,23,177,0,0,0,11
Trincomalee,2015-12-26,2016-01-01,11,586,4,137,0,0,0,39,0,57,0,18,0,26,9,98,0,1,0,122,0,12,0,6,58,42,0,0,0,11
Kurunegala,2015-12-26,2016-01-01,9,1245,3,267,0,8,0,8,0,28,2,366,0,31,0,47,0,10,6,426,0,41,0,149,41,59,0,0,2,9
Puttalam,2015-12-26,2016-01-01,3,702,1,153,0,6,0,9,0,9,1,48,0,23,0,3,0,1,0,73,0,36,0,3,38,62,0,0,1,3
Anuradhapura,2015-12-26,2016-01-01,1,387,0,167,0,5,0,5,0,67,3,396,0,24,1,26,0,1,0,196,0,39,6,343,47,53,0,0,3,1
Polonnaruwa,2015-12-26,2016-01-01,2,246,0,66,0,5,0,17,0,13,2,159,0,1,0,13,0,0,0,157,0,26,0,129,43,57,0,0,2,2
Badulla,2015-12-26,2016-01-01,6,557,1,258,0,16,0,13,0,28,2,92,1,138,1,228,0,3,1,212,3,117,0,8,47,53,0,0,2,6
Monaragala,2015-12-26,2016-01-01,2,222,0,121,0,5,0,17,0,5,3,200,1,86,3,483,0,1,0,107,0,32,0,40,55,45,0,0,3,2
Ratnapura,2015-12-26,2016-01-01,9,1024,4,311,0,23,0,43,0,10,3,408,0,73,0,323,0,1,2,214,1,58,0,19,44,56,0,0,3,9
Kegalle,2015-12-26,2016-01-01,10,704,3,90,0,17,2,95,0,25,4,349,0,56,0,86,0,0,1,282,0,59,0,0,45,55,0,0,4,10
Colombo,2015-12-19,2015-12-25,174,9407,0,179,0,17,0,100,0,124,1,315,0,11,0,50,0,4,3,481,0,46,0,1,44,56,0,0,1,174
Gampaha,2015-12-19,2015-12-25,14,3879,0,89,0,14,0,37,1,33,1,434,0,11,0,137,0,0,7,309,0,39,0,3,13,87,0,0,1,14
Kalutara,2015-12-19,2015-12-25,33,1471,0,119,0,8,0,58,0,153,4,426,0,7,0,36,0,3,1,285,1,59,0,0,54,46,0,0,4,33
Kandy,2015-12-19,2015-12-25,17,1267,4,173,0,7,0,32,0,72,3,128,1,75,1,152,0,0,1,235,1,31,0,17,70,30,0,0,3,17
Matale,2015-12-19,2015-12-25,0,398,0,46,0,2,0,10,0,13,1,65,0,9,2,35,0,0,0,33,0,44,0,33,23,77,0,0,1,0
Nuwara-Eliya,2015-12-19,2015-12-25,3,167,0,322,0,5,2,39,0,10,3,51,0,75,1,65,0,0,0,138,0,55,0,2,54,46,0,0,3,3
Galle,2015-12-19,2015-12-25,18,987,1,95,0,3,0,10,0,26,3,285,1,110,1,13,0,0,3,281,1,61,0,3,75,25,0,0,3,18
Hambantota,2015-12-19,2015-12-25,3,381,1,51,0,5,0,9,0,31,6,166,1,63,2,46,0,0,3,136,0,13,1,309,33,67,0,0,6,3
Matara,2015-12-19,2015-12-25,5,448,3,72,0,12,0,5,0,47,3,267,1,53,0,52,0,1,3,242,0,20,8,155,82,18,0,0,3,5
Jaffna,2015-12-19,2015-12-25,79,1870,22,1072,0,11,2,181,0,89,0,21,34,734,0,14,0,2,0,210,1,21,0,0,92,8,0,0,0,79
Kilinochchi,2015-12-19,2015-12-25,0,90,1,115,0,1,0,20,0,31,0,2,0,27,0,0,0,1,0,20,0,2,0,0,25,75,0,0,0,0
Mannar,2015-12-19,2015-12-25,6,101,0,23,2,3,0,6,1,6,0,8,1,24,0,0,0,0,0,7,0,1,0,1,100,0,0,0,0,6
Vavuniya,2015-12-19,2015-12-25,18,177,0,32,1,8,2,80,1,32,1,19,2,15,0,2,0,2,0,40,0,21,0,8,75,25,0,0,1,18
Mullaitivu,2015-12-19,2015-12-25,1,131,0,47,0,2,0,18,0,16,1,12,0,9,0,5,0,1,0,5,1,6,0,9,40,60,0,0,1,1
Batticaloa,2015-12-19,2015-12-25,8,1441,2,347,0,8,0,30,0,182,1,33,0,4,1,13,0,1,0,62,0,18,0,0,43,57,0,0,1,8
Ampara,2015-12-19,2015-12-25,15,575,3,178,0,4,0,4,1,84,0,36,0,2,0,21,0,1,0,308,0,19,0,3,52,148,0,0,0,15
Trincomalee,2015-12-19,2015-12-25,8,568,1,132,0,0,0,39,0,57,0,18,0,26,9,89,0,1,3,118,1,12,0,6,67,33,0,0,0,8
Kurunegala,2015-12-19,2015-12-25,16,1212,6,257,0,8,0,8,0,28,5,361,0,31,1,47,0,10,7,416,2,41,2,148,41,59,0,0,5,16
Puttalam,2015-12-19,2015-12-25,6,694,3,150,0,6,0,9,0,9,0,47,0,23,0,3,0,1,0,73,0,35,0,3,46,54,0,0,0,6
Anuradhapura,2015-12-19,2015-12-25,1,377,2,165,0,5,0,5,0,67,9,374,0,24,0,25,0,1,3,194,0,37,1,337,16,84,0,0,9,1
Polonnaruwa,2015-12-19,2015-12-25,0,243,0,65,0,5,0,16,0,13,0,155,0,1,0,13,0,0,1,157,0,26,0,127,29,71,0,0,0,0
Badulla,2015-12-19,2015-12-25,7,545,4,255,0,16,0,12,1,28,2,90,1,137,3,226,0,3,2,211,4,112,1,8,41,59,0,0,2,7
Monaragala,2015-12-19,2015-12-25,4,217,1,121,0,5,0,17,0,5,11,190,0,84,0,480,0,1,4,106,0,32,0,40,55,45,0,0,11,4
Ratnapura,2015-12-19,2015-12-25,15,1001,1,307,0,23,0,43,0,10,2,401,0,72,2,316,0,1,2,209,0,57,0,18,44,56,0,0,2,15
Kegalle,2015-12-19,2015-12-25,9,678,0,85,0,17,0,92,0,25,5,343,0,56,0,86,0,0,2,273,0,58,0,0,36,64,0,0,5,9
Colombo,2015-12-12,2015-12-18,316,9215,0,179,17,100,124,314,11,50,9,478,46,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9,316
Gampaha,2015-12-12,2015-12-18,29,3777,0,88,0,13,0,37,0,32,7,426,0,11,0,137,0,0,2,302,2,37,0,3,47,53,0,0,7,29
Kalutara,2015-12-12,2015-12-18,39,1435,2,119,0,8,1,58,0,153,6,419,1,7,0,36,0,3,2,284,0,58,0,0,77,23,0,0,6,39
Kandy,2015-12-12,2015-12-18,48,1250,10,169,0,6,1,32,7,72,2,125,2,74,2,151,0,0,2,234,1,30,0,17,96,4,0,0,2,48
Matale,2015-12-12,2015-12-18,10,392,2,46,0,2,0,10,0,13,1,64,0,9,2,33,0,0,2,33,1,44,1,33,62,38,0,0,1,10
Nuwara-Eliya,2015-12-12,2015-12-18,6,163,1,322,1,5,3,37,0,10,3,48,4,75,0,64,0,0,2,137,0,55,0,2,92,8,0,0,3,6
Galle,2015-12-12,2015-12-18,24,950,4,93,0,3,0,9,0,26,8,280,0,109,0,12,0,0,8,275,2,60,0,3,65,35,0,0,8,24
Hambantota,2015-12-12,2015-12-18,7,372,0,49,0,5,0,9,0,31,8,155,3,61,1,44,0,0,5,133,1,13,3,308,75,25,0,0,8,7
Matara,2015-12-12,2015-12-18,10,443,1,69,1,12,0,5,0,47,1,264,3,52,2,52,0,1,3,239,0,20,3,147,100,0,0,0,1,10
Jaffna,2015-12-12,2015-12-18,104,1788,15,1048,0,11,6,179,0,89,1,21,34,700,0,14,0,2,4,209,1,20,0,0,92,8,0,0,1,104
Kilinochchi,2015-12-12,2015-12-18,1,90,0,114,0,1,0,20,0,31,0,2,0,27,0,0,0,1,0,20,0,2,0,0,25,75,0,0,0,1
Mannar,2015-12-12,2015-12-18,8,95,4,23,0,1,1,6,0,5,0,8,0,23,0,0,0,0,0,7,0,1,0,1,80,20,0,0,0,8
Vavuniya,2015-12-12,2015-12-18,14,159,2,32,0,7,1,78,3,31,0,18,0,13,0,2,0,2,0,40,0,21,0,8,100,0,0,0,0,14
Mullaitivu,2015-12-12,2015-12-18,0,128,1,47,0,2,0,17,0,16,1,11,0,9,1,5,0,1,0,5,0,5,0,9,20,80,0,0,1,0
Batticaloa,2015-12-12,2015-12-18,12,1430,9,342,1,8,1,30,0,182,1,31,0,4,0,12,0,1,0,62,0,18,0,0,64,36,0,0,1,12
Ampara,2015-12-12,2015-12-18,8,558,2,173,0,4,0,4,0,83,2,35,0,2,0,21,0,1,3,307,0,18,0,3,91,109,0,0,2,8
Trincomalee,2015-12-12,2015-12-18,7,554,2,129,0,0,2,39,0,56,0,17,0,26,1,80,0,1,3,114,1,11,0,6,67,33,0,0,0,7
Kurunegala,2015-12-12,2015-12-18,24,1195,11,250,0,8,0,8,0,28,9,356,0,31,0,46,1,10,11,409,1,39,1,146,85,15,0,0,9,24
Puttalam,2015-12-12,2015-12-18,3,683,7,146,0,6,0,9,0,9,1,47,0,22,0,3,0,1,5,73,0,35,0,3,46,54,0,0,1,3
Anuradhapura,2015-12-12,2015-12-18,8,376,5,163,0,5,0,5,0,67,34,364,0,24,0,25,0,1,2,191,1,36,1,336,89,11,0,0,34,8
Polonnaruwa,2015-12-12,2015-12-18,11,243,4,65,0,5,0,16,1,13,20,152,0,1,0,13,0,0,3,155,0,26,4,127,86,14,0,0,20,11
Badulla,2015-12-12,2015-12-18,4,533,2,247,0,16,1,12,0,27,3,87,0,136,3,223,0,3,1,209,3,105,0,7,53,47,0,0,3,4
Monaragala,2015-12-12,2015-12-18,12,213,1,120,0,5,0,17,0,5,9,177,0,84,5,479,0,1,1,102,1,32,1,40,91,9,0,0,9,12
Ratnapura,2015-12-12,2015-12-18,12,986,7,305,0,23,0,43,0,10,7,399,2,72,3,314,0,1,9,207,0,56,1,18,89,11,0,0,7,12
Kegalle,2015-12-12,2015-12-18,21,668,3,85,0,16,3,92,6,25,9,338,1,56,1,86,0,0,8,270,0,58,0,0,82,18,0,0,9,21
Colombo,2015-12-05,2015-12-11,260,8815,3,179,1,16,0,100,0,123,3,307,0,10,0,48,0,4,8,463,1,44,0,1,69,31,0,0,3,260
Gampaha,2015-12-05,2015-12-11,70,3716,1,88,1,13,2,37,0,32,7,418,0,11,1,137,0,0,6,299,1,35,0,3,53,47,0,0,7,70
